SampleID	SeqProject	LCSETMax	ReadgroupsAggregated	GENDER	ANCESTRY	SeqTech	LibTech	Mean_Coverage	Contamination_Estimation	Percent_Chimeric_Reads	Median_Insert_Size	Standard_Deviation_Insert_Size	Percent_lt_30bp_frags	nEvalVariants	novelSites	nVariantsAtComp	nInsertions	nDeletions	InsDelRatio	nSingletons	nHets	nHomRef	nHomVar	HetHomeRatio	nTi	nTv	TiTvRatio	index	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	inferredAncestry	nEvalVariantsZscore	novelSitesZscore	nVariantsAtCompZscore	nInsertionsZscore	nDeletionsZscore	InsDelRatioZscore	nSingletonsZscore	nHetsZscore	nHomRefZscore	nHomVarZscore	HetHomeRatioZscore	nTiZscore	nTvZscore	TiTvRatioZscore	ANCESTRY-SeqTech	maxVcfzscore	flaggedReason
Sample-358	G77360	LCSET-6066	2	Male	White	HiSeqX	SAGE	40.68	0	0.006273	400	98.579	0.0322792	3749553	316359	3433194	178737	195897	0.91	15638	2316902	34603905	1432651	1.62	1954747	1032532	1.89	358	0.0201	0.0075	-0.0121	0.0082	-0.0163	0.0321	-0.0199	0.0168	0.0039	0.025	0.0027	-0.0178	-0.005	0.0318	-0.0143	0.017	-0.0036	-0.0052	0.051	0.0112	EUR	1.021	0.887	0.924	0.596	1.301	0.674	0.963	1.068	3.37	0.258	0.843	0.534	0.801	0	White-HiSeqX	3.37	Percent_lt_30bp_frags>=0.01,
Sample-359	G77360	LCSET-6066	1	Male	African American	HiSeqX	SAGE	32.179	0	0.006182	416	79.675	0.0028553	4478592	402109	4076483	206128	243299	0.85	54793	3018013	33780409	1460579	2.07	2347826	1232896	1.9	359	-0.0366	0.0197	-0.0043	-0.0013	-0.0152	0.0085	-0.0238	-0.0285	-0.0392	0.035	0.005	0.0064	-5e-04	-0.0096	0.0015	-0.0046	-0.0036	-0.0201	0.0147	-0.01	AFR	1.054	0.736	0.871	0.821	0.526	0	0.352	0.652	1.072	0.03	0.156	1.245	1.103	NA	African American-HiSeqX	NA	
Sample-360	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	34.392	0	0.006986	412	85.551	0.0039442	3850489	353341	3497148	184002	206676	0.89	14576	2409964	34447168	1440525	1.67	1949051	1041818	1.87	360	0.0177	0.0123	-0.0063	0.0019	-0.0373	0.0235	0.0394	-0.0508	-0.0165	-0.0191	0.0069	0.0023	-0.0674	-0.0151	-0.0147	0.0077	-0.0468	-0.0091	0.0275	-0.0055	EUR	1.013	1.212	0.762	1.073	1.512	0.674	0.154	0.566	0.434	0.597	0	0.892	0.144	1.349	White-HiSeqX	1.512	
Sample-361	G77360	LCSET-6066	1	Male	African American	HiSeqX	SAGE	30.333	0	0.006441	401	97.689	0.051104	4561119	439490	4121629	211060	250735	0.84	56250	3070573	33718782	1490546	2.06	2365630	1249725	1.89	361	-0.0295	0.0161	-0.005	-0.0074	-0.0103	-0.0155	0.0086	0.0223	5e-04	0.0336	-0.0063	0.0081	-0.0117	-0.0197	-0.0277	0.003	0.0128	-0.0064	-0.0252	-0.031	AFR	0.273	0.802	0.006	0.561	0.719	0.674	0.074	0.025	0.02	0.586	0.259	0.593	0.023	Inf	African American-HiSeqX	Inf	TiTvRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-362	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	33.469	0	0.008269	424	79.375	0.0038277	3765884	314101	3451783	178797	196934	0.91	19441	2329203	34498358	1436681	1.62	1956245	1033035	1.89	362	0.019	0.0093	-0.0106	0.0272	-0.0162	-0.0235	0.0013	0.0173	0.0301	-0.0502	0.0298	0.0114	0.0137	-0.0054	0.0567	0.0042	0.0022	-0.0197	0.0159	-0.0298	EUR	0.692	1.015	0.434	0.577	1.03	0.674	3.862	0.852	0.809	0.432	0.843	0.44	0.75	0	White-HiSeqX	3.862	
Sample-363	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	33.432	0	0.005693	400	97.654	0.0458918	3892208	352404	3539804	184441	208128	0.89	14282	2491491	34412147	1400717	1.78	1987512	1059120	1.88	363	0.0179	0.0083	-0.0075	0.0145	-0.0268	0.0199	-0.0301	0.0134	-0.0368	0.027	0.0209	-0.014	0.0209	-0.0521	0.0344	0.0134	-0.015	-0.001	-0.0242	9e-04	EUR	1.854	1.159	1.887	1.212	1.89	0.674	0.07	1.998	1.284	1.12	1.855	1.521	1.903	0.674	White-HiSeqX	1.998	Percent_lt_30bp_frags>=0.01,
Sample-364	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	30.578	0	0.00698	427	74.849	0.0035913	3829004	331991	3497013	181375	203854	0.89	15547	2420255	34442410	1408749	1.72	1968675	1042589	1.89	364	0.0178	0.0056	-0.0081	0.009	-0.0173	-0.0451	-0.0242	-0.0138	-0.0147	-0.0449	0.0107	0.0067	-0.0091	0.012	-0.0253	0.0022	-0.0177	-0.0127	0.0184	0.029	EUR	0.58	0	0.759	0.24	0.775	0.674	0.894	0.747	0.549	0.774	0.843	0.339	0.222	0	White-HiSeqX	0.894	
Sample-365	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	32.213	0	0.006417	418	73.149	0.0031608	3853541	345114	3508427	183152	205358	0.89	14218	2410850	34404802	1442691	1.67	1967249	1046133	1.88	365	0.0166	0.0074	-0.0015	-0.0034	-0.0388	-6e-04	-0.0162	-0.0221	-0.0314	0.0392	0.0486	0.0275	-0.0045	0.0166	0.0165	-0.0284	0.0191	-0.0312	-0.0115	0.0408	EUR	1.075	0.745	1.06	0.803	1.168	0.674	0.119	0.582	1.462	0.691	0	0.25	0.582	0.674	White-HiSeqX	1.462	
Sample-366	G77360	LCSET-6066	1	Male	African American	HiSeqX	SAGE	32.72	0	0.003569	387	120.174	0.0649141	4612908	445740	4167168	212018	254625	0.83	58723	3107608	33663827	1505300	2.06	2404896	1265848	1.9	366	-0.0423	0.0212	0.004	-0.0033	-0.0105	0.0059	0.0226	0.0271	-0.0336	0.0151	0.0054	-0.0137	-0.0049	-0.0206	-0.0398	-0.0014	-0.0045	0.0097	0.0281	0.0032	AFR	1.105	1.059	0.89	0.83	1.369	1.349	0.398	0.417	0.919	0.859	0.259	0.843	1.101	NA	African American-HiSeqX	NA	Percent_lt_30bp_frags>=0.01,
Sample-367	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	30.11	0	0.00682	450	88.886	0.0049498	3777877	319563	3458314	180075	200224	0.9	13319	2357106	34477855	1420771	1.66	1950505	1032018	1.89	367	0.018	0.009	-0.0034	-0.0037	0.0107	-0.0382	-0.0122	-1e-04	0.0192	-0.0114	-0.0049	0.0028	0.0051	0.0016	-0.0406	0.0178	0.0099	-0.0396	-0.0469	0.006	EUR	0.45	0.705	0.262	0.172	0.172	0	0.804	0.362	0.311	0.255	0.169	0.8	0.853	0	White-HiSeqX	0.853	
Sample-368	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	25.356	0	0.008984	362	116.812	0.1856472	3723241	313668	3409573	174834	196290	0.89	14172	2275547	34506355	1447694	1.57	1949860	1026350	1.9	368	0.0215	0.0085	0.001	-0.0229	-0.0084	-0.0335	0.0095	-0.0395	-0.042	-0.0257	-0.0033	0.009	0.0144	-0.0302	-0.0115	0.0475	-0.0497	-0.0139	-0.0058	-0.0204	EUR	1.551	1.04	1.547	1.833	1.198	0.674	0.154	1.794	1.003	0.907	1.686	0.841	1.43	0.674	White-HiSeqX	1.833	Percent_lt_30bp_frags>=0.01,
Sample-369	G77360	LCSET-6066	1	Female	African American	HiSeqX	SAGE	33.063	0	0.004773	408	102.701	0.0437014	4665447	440538	4224909	215726	254660	0.85	61191	3240523	33636068	1424924	2.27	2425341	1278981	1.9	369	-0.0446	0.0208	-9e-04	-0.0102	-0.0173	-0.0178	-0.0016	0.0015	-0.0133	-0.0025	0.0024	-0.0186	-0.0192	0.0171	-0.015	0.0041	0.0178	-0.0075	-0.0235	-0.0073	AFR	1.95	0.845	2.011	1.869	1.375	0	0.869	2.005	1.392	0.63	1.92	1.591	1.98	NA	African American-HiSeqX	NA	Percent_lt_30bp_frags>=0.01,
Sample-370	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	30.933	0	0.005286	423	80.906	0.0036641	3731949	309581	3422368	177021	195643	0.9	13150	2280316	34518541	1451633	1.57	1938809	1023600	1.89	370	0.0184	0.0099	-0.0116	-0.0028	0.0251	0.0097	-0.0126	0.026	0.0606	0.0408	0.0113	0.015	0.0196	0.0205	-0.0171	-0.009	-0.0066	0.0378	-1e-04	0.0603	EUR	1.376	1.272	1.21	1.14	1.367	0	0.933	1.71	1.298	1.077	1.686	1.534	1.709	0	White-HiSeqX	1.71	
Sample-371	G77360	LCSET-6066	1	Female	African American	HiSeqX	SAGE	32.429	0	0.005382	403	92.881	0.0338139	4628146	442137	4186009	213103	255379	0.83	57214	3183889	33650814	1444257	2.2	2403420	1268055	1.9	371	-0.0393	0.0202	-0.003	0.0059	0.0043	0.0099	0.0355	0.014	-0.0034	0.0095	0.0366	-0.0048	0.0066	-0.0247	-0.0067	-0.0072	5e-04	-0.0259	0.0142	-0.0113	AFR	1.35	0.911	1.256	1.134	1.496	1.349	0.11	1.328	1.141	0.272	1.193	0.789	1.249	NA	African American-HiSeqX	NA	Percent_lt_30bp_frags>=0.01,
Sample-372	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	29.69	0	0.005974	430	104.555	0.0439988	3783023	323510	3459513	178742	199372	0.9	14579	2358541	34453887	1424482	1.66	1962484	1036910	1.89	372	0.0174	0.0131	-0.0054	1e-04	-0.0325	0.0095	0.0381	-0.0481	-0.0276	0.0562	-0.0266	-0.0119	0.0394	-0.0185	-0.0262	0.0205	-0.0096	0.0319	-0.0029	-0.0162	EUR	0.346	0.481	0.23	0.594	0.394	0	0.156	0.337	0.271	0.095	0.169	0.049	0.356	0	White-HiSeqX	0.594	Percent_lt_30bp_frags>=0.01,
Sample-373	G77360	LCSET-6066	1	Male	African American	HiSeqX	SAGE	32.2	0	0.005712	415	88.901	0.0049077	4545538	422741	4122797	209810	248852	0.84	55083	3056393	33734051	1489145	2.05	2360131	1243201	1.9	373	-0.039	0.0194	-0.0104	-6e-04	-0.0041	-0.023	-0.0119	-0.0286	0.024	0.0193	0.0119	-0.0139	-0.0013	0.0019	6e-04	0.0286	0.0036	-0.0172	0.0222	0.0077	AFR	0.022	0.113	0.028	0.211	0.404	0.674	0.297	0.194	0.28	0.56	0.363	0.795	0.414	NA	African American-HiSeqX	NA	
Sample-374	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	25.997	0	0.006926	404	82.275	0.127447	3778822	324880	3453942	178540	202113	0.88	18431	2335606	34459696	1443216	1.62	1958185	1036126	1.89	374	0.016	0.0119	-0.0158	0.0157	-0.0228	0.0329	-0.0497	-0.0035	-0.0042	-0.0209	0.0066	-0.0024	-0.0178	-0.0504	-0.017	7e-04	-0.0232	0.0351	0.0122	-0.0079	EUR	0.431	0.404	0.377	0.658	0.321	1.349	3.092	0.739	0.13	0.713	0.843	0.319	0.435	0	White-HiSeqX	3.092	Percent_lt_30bp_frags>=0.01,
Sample-375	G77360	LCSET-6066	3	Male	White	HiSeqX	SAGE	28.999	0	0.003726	402	121.87	4.1166186	3792314	330586	3461728	180133	201345	0.89	12369	2350095	34468032	1442219	1.63	1956600	1037993	1.88	375	0.0195	0.0094	-0.0062	-0.0399	0.0044	-0.0173	-0.0027	0.037	-0.0097	0.0066	-0.0055	0.0404	-0.034	-0.0356	0.0122	-0.0072	0.0157	0.0686	0.0169	-0.0266	EUR	0.159	0.08	0.172	0.153	0.121	0.674	1.528	0.485	0.073	0.67	0.674	0.418	0.246	0.674	White-HiSeqX	1.528	Percent_lt_30bp_frags>=0.01,
Sample-376	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	31.004	0	0.008675	381	119.168	0.0604463	3860665	339239	3521426	183203	204314	0.9	15240	2443506	34418763	1417159	1.72	1987804	1055484	1.88	376	0.0184	0.0085	-0.0118	-0.0013	-0.003	-0.0145	0.0196	0.0368	0.019	0.0011	0.0192	-0.0109	-0.0124	-0.0401	-0.0163	-0.0072	0.0092	0.0311	0.0403	-0.0524	EUR	1.218	0.411	1.403	0.82	0.895	0	0.66	1.155	1.123	0.411	0.843	1.539	1.533	0.674	White-HiSeqX	1.539	Percent_lt_30bp_frags>=0.01,
Sample-377	G77360	LCSET-6066	1	Male	Asian	HiSeqX	SAGE	33.098	0	0.00571	419	87.38	0.0040709	3826840	343837	3483003	182036	205278	0.89	63279	2242025	34450720	1584815	1.41	1956043	1041653	1.88	377	-0.0121	-0.0482	-0.0206	0.0098	0.0573	0.0215	-0.0207	0.015	-0.0215	0.0021	0.0101	0.0153	0.033	-0.0155	-0.0193	-0.0159	0.0056	0.0078	-0.0265	9e-04	ASN	0.062	0.543	0.106	0.205	0.477	0.674	0.457	0.168	0.226	1.089	0.385	0.43	0.426	0.674	Asian-HiSeqX	1.089	
Sample-378	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	30.43	0	0.007107	440	44.657	0.0043356	3798811	331503	3467308	181257	202368	0.9	13560	2337564	34473290	1461247	1.6	1941429	1032604	1.88	378	0.0187	0.011	-0.0095	-0.0113	0.0421	-0.0122	-0.0268	-0.0156	-0.0173	0.0098	0.0014	-0.026	-0.0436	-0.0041	0.0044	-0.0474	0.0527	-7e-04	0.0074	-0.0059	EUR	0.028	0.028	0.024	0.203	0.387	0	0.62	0.705	0.2	1.491	1.18	1.37	0.794	0.674	White-HiSeqX	1.491	
Sample-379	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	33.59	0	0.005479	412	100.554	0.0393996	3788305	330326	3457979	180165	202075	0.89	12612	2341646	34461671	1446659	1.62	1953031	1034453	1.89	379	0.0176	0.0084	-0.0063	-0.0059	-0.005	-0.0248	-0.0195	-0.073	-0.0184	0.0375	0.021	-0.0026	-0.0049	-0.033	-0.0134	-0.0073	-0.0019	-0.0158	-0.0481	-0.0167	EUR	0.24	0.094	0.27	0.143	0.311	0.674	1.343	0.633	0.082	0.862	0.843	0.642	0.606	0	White-HiSeqX	1.343	Percent_lt_30bp_frags>=0.01,
Sample-380	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	31.555	0	0.005893	427	99.771	0.0386366	3801332	342350	3458982	180876	203306	0.89	13485	2369832	34493747	1431500	1.66	1949221	1035413	1.88	380	0.0176	0.0082	-0.0052	0.0071	0.0613	-0.0071	-0.016	0.0041	-0.0209	0.0041	-0.0811	-0.0064	-0.0308	-0.0144	-0.0032	0.0148	-0.0056	-0.0052	-0.035	-0.031	EUR	0.023	0.588	0.244	0.082	0.632	0.674	0.678	0.138	0.697	0.208	0.169	0.881	0.508	0.674	White-HiSeqX	0.881	Percent_lt_30bp_frags>=0.01,
Sample-381	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	30.747	0	0.006447	439	85.762	0.0048763	3819990	326343	3493647	181302	201579	0.9	16149	2413266	34433823	1406724	1.72	1969155	1042578	1.89	381	0.0185	0.0114	-0.0054	0.018	-0.0054	0.0032	0.0514	-0.0223	-0.0135	-0.0058	0.03	0.0167	0.0045	-0.0321	-0.0304	-0.0612	0.0046	0.0033	-0.0539	-0.022	EUR	0.399	0.321	0.67	0.217	0.182	0	1.353	0.624	0.758	0.861	0.843	0.369	0.221	0	White-HiSeqX	1.353	
Sample-382	G77360	LCSET-6066	2	Male	White	HiSeqX	SAGE	34.995	0	0.006391	426	88.212	0.0168787	3699062	288977	3410085	173492	190833	0.91	12425	2276059	34563036	1423003	1.6	1960810	1026460	1.91	382	0.0189	0.0096	-0.0058	0.0267	0.0338	-0.026	-0.0125	-0.024	0.0547	0.0047	0.014	-0.0116	0.0044	0.0209	0.0306	0.0189	0.0427	0.037	0.0328	0.0254	EUR	2.038	2.441	1.534	2.258	2.622	0.674	1.485	1.785	2.378	0.159	1.18	0.154	1.418	1.349	White-HiSeqX	2.622	Percent_lt_30bp_frags>=0.01,
Sample-383	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	34.102	0	0.006509	385	65.558	0.0046984	3767325	328277	3439048	179665	200120	0.9	12918	2330143	34513419	1437182	1.62	1932357	1026171	1.88	383	0.0205	0.0107	-0.0117	0.0065	0.0687	0.056	0.0938	-0.0422	0.0017	-0.0392	0.0072	0.0081	-0.0151	-0.0408	-0.0062	-0.0333	-0.0245	0.0119	-0.019	0.0119	EUR	0.663	0.211	0.77	0.302	0.199	0	1.11	0.835	1.174	0.453	0.843	1.939	1.448	0.674	White-HiSeqX	1.939	
Sample-384	G77360	LCSET-6066	1	Male	Not Reported	HiSeqX	SAGE	34.278	0	0.00626	400	78.512	0.0052065	4126240	375604	3750636	194060	221774	0.88	31650	2699690	34155158	1426550	1.89	2116337	1123772	1.88	384	-0.0105	0.0095	0.0241	-0.0066	-0.0019	-0.027	-0.0117	-0.0328	0.0319	0.0295	0.0125	-0.0044	-0.0122	0.0195	0.0519	-0.0121	0.0125	0.0014	-0.0027	-0.0247	AMR	0.674	0.674	0.674	0.674	0.674	0.674	0.674	0.674	0.674	0.674	0.674	0.674	0.674	0.674	Not Reported-HiSeqX	0.674	
Sample-385	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	33.847	0	0.006744	417	78.823	0.0032836	3770196	316117	3454079	178670	199038	0.9	14374	2334198	34467951	1435998	1.63	1951602	1032862	1.89	385	0.0202	0.0106	-0.0063	-0.0107	0.02	-3e-04	-0.0271	-0.0063	-0.0071	0.0033	0.012	0.0682	-0.055	0.0484	0.007	-0.0174	0.0379	-0.0099	0.0098	0.0229	EUR	0.605	0.901	0.373	0.617	0.481	0	0	0.764	0.071	0.402	0.674	0.732	0.767	0	White-HiSeqX	0.901	
Sample-386	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	31.948	0	0.00563	410	61.212	0.0036137	3847502	345856	3501646	183376	206317	0.89	13148	2388755	34418035	1458747	1.64	1954572	1042819	1.87	386	0.018	0.0096	-0.011	-0.0315	-0.0271	0.0317	-0.0262	0.0037	-0.0095	-0.0128	0.0125	0.018	-0.0129	-0.0169	0.007	0.0036	-0.008	-0.036	0.0311	0.033	EUR	0.953	0.787	0.881	0.874	1.418	0.674	0.934	0.194	1.141	1.383	0.506	0.545	0.245	1.349	White-HiSeqX	1.418	
Sample-387	G77360	LCSET-6066	1	Female	African American	HiSeqX	SAGE	29.079	0	0.0079	444	68.224	0.0045563	4514007	396574	4117433	207641	243111	0.85	57582	3116158	33735249	1397849	2.23	2382709	1247408	1.91	387	-0.0365	0.0235	-0.0035	-0.004	0.0183	0.0121	0.0089	0.0277	0.0021	0.0018	0.0043	0.0311	-0.0162	0.0043	-0.0266	0.0134	-0.0089	0.0028	0.0493	-0.0089	AFR	0.485	0.964	0.076	0.397	0.557	0	0.18	0.52	0.301	1.132	1.505	0.031	0.132	Inf	African American-HiSeqX	Inf	TiTvRatioZscore>=4,
Sample-388	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	26.044	0	0.007181	404	71.864	0.0031326	3751795	299635	3452160	176573	197278	0.9	15431	2350290	34479414	1401505	1.68	1966348	1033905	1.9	388	0.0184	0.0087	-0.0158	-0.0071	-0.0076	0.0235	-0.0158	0.0328	-0.0182	0.0019	0.011	0.0558	0.013	-0.0415	0.0179	-0.0146	-0.0218	0.0484	0.0241	-0.0017	EUR	0.976	1.836	0.424	1.282	0.941	0	0.806	0.481	0.349	1.086	0.169	0.193	0.661	0.674	White-HiSeqX	1.836	
Sample-389	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	34.196	0.02564	0.005871	414	70.03	0.0035782	3849041	351129	3497912	183530	206464	0.89	15457	2427395	34439298	1421646	1.71	1955812	1043333	1.87	389	0.0161	0.0103	-0.0049	-0.0032	-0.0104	-0.0158	-0.0174	0.0154	-0.0178	-0.0332	0.0126	-0.0017	-0.056	-0.0149	-0.0039	0.0057	-0.0323	0.0263	0.0193	-0.0078	EUR	0.984	1.086	0.783	0.923	1.456	0.674	0.825	0.872	0.625	0.217	0.674	0.467	0.298	1.349	White-HiSeqX	1.456	Contamination_Estimation>=0.02,
Sample-390	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	34.466	0	0.004787	417	54.08	0.0031523	3837636	351234	3486402	183327	204813	0.9	12950	2392644	34447917	1444992	1.66	1947711	1039885	1.87	390	0.0191	0.0085	-0.0088	-0.0291	-0.0327	0.0222	0.008	0.0135	0.0549	0.0508	6e-04	-0.016	-0.0183	-0.0046	-0.0243	0.007	-0.0076	-0.0415	-0.0349	0.0339	EUR	0.754	1.092	0.479	0.859	1.025	0	1.085	0.262	0.416	0.79	0.169	0.976	0.053	1.349	White-HiSeqX	1.349	
Sample-391	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	25.664	0	0.006159	413	61.817	0.0032922	3792764	323747	3469017	180466	201586	0.9	13295	2358479	34464331	1434285	1.64	1954389	1036409	1.89	391	0.0209	0.0138	-0.0069	-0.0023	-0.0465	0.0055	0.0197	-0.0601	0.0177	-0.0051	-0.024	-0.0068	-0.0162	0.0029	-0.0265	0.0286	-0.0201	0.0496	-0.002	0.0128	EUR	0.15	0.468	0.021	0.048	0.183	0	0.822	0.338	0.017	0.328	0.506	0.557	0.407	0	White-HiSeqX	0.822	
Sample-392	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	34.002	0	0.007479	412	82.189	0.0036569	3826246	350082	3476164	183068	205057	0.89	13117	2377854	34485517	1448392	1.64	1936766	1033259	1.87	392	0.0191	0.0081	-0.0135	-0.0117	-0.0046	-0.0132	-0.0207	0.0244	0.0355	0.0405	-0.0198	-4e-04	0.0162	0.0074	-0.0091	-0.0329	-0.0242	-0.0021	-0.0177	0.0073	EUR	0.525	1.027	0.209	0.777	1.089	0.674	0.958	0.003	0.497	0.937	0.506	1.662	0.727	1.349	White-HiSeqX	1.662	
Sample-393	G77360	LCSET-6066	2	Male	White	HiSeqX	SAGE	37.739	0	0.00615	395	69.634	0.0062755	3766744	318412	3448332	179248	198393	0.9	12829	2337399	34562110	1429345	1.64	1955920	1033690	1.89	393	0.0179	0.0071	-0.0024	0.0032	-0.0137	-0.0092	-0.0026	0.0016	0.0293	0.0245	-0.0165	0.023	-0.07	0.0066	0.0081	0.0279	0.0483	0.0097	-0.0109	0.0058	EUR	0.674	0.771	0.525	0.434	0.65	0	1.178	0.708	2.356	0.115	0.506	0.461	0.683	0	White-HiSeqX	2.356	
Sample-394	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	33.67	0	0.00762	400	69.207	0.0031892	3796188	330855	3465333	181044	201053	0.9	14988	2369192	34473103	1426996	1.66	1947061	1035163	1.88	394	0.0177	0.0122	-0.0119	0.0218	0.02	0.05	0.0106	-0.0572	0.0211	-0.009	-0.0173	0.0116	-0.012	-0.0452	-0.0159	0.0098	-0.0032	-0.0172	-0.0028	0.0206	EUR	0.081	0.064	0.077	0.135	0.044	0	0.468	0.15	0.196	0.014	0.169	1.016	0.533	0.674	White-HiSeqX	1.016	
Sample-395	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	31.969	0	0.006152	427	110.964	0.0436147	3937139	354222	3582917	185882	209823	0.89	21482	2566767	34344827	1370372	1.87	2027174	1075633	1.88	395	0.0095	0.0028	0.0196	-0.0096	0.0123	0.0053	0.0091	0.0029	0.0529	0.0424	-0.0067	0.0494	0.0138	0.0237	0.0308	0.0117	0.0029	-0.017	0.0402	0.0536	AMR	2.759	1.262	3.024	1.669	2.333	0.674	5.417	3.319	2.918	2.429	3.372	4.008	3.583	0.674	White-HiSeqX	5.417	nTiZscore>=4,nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-396	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	29.707	0	0.002918	426	58.528	0.0033801	3789601	314979	3474622	180554	199046	0.91	14213	2370568	34488488	1419033	1.67	1957084	1038055	1.89	396	0.0186	0.0079	-0.0065	-0.0173	-0.0022	-0.025	-0.0085	0.0058	0.0101	-0.0141	-0.0076	-0.0048	0.0133	-0.0135	0.0172	0.0406	-0.0358	-0.0103	0.0378	-0.0066	EUR	0.214	0.966	0.168	0.02	0.479	0.674	0.123	0.125	0.569	0.33	0	0.388	0.239	0	White-HiSeqX	0.966	
Sample-397	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	31.731	0	0.00485	407	53.357	0.0036257	3869883	346041	3523842	184745	206537	0.89	13705	2455120	34437216	1414763	1.74	1967775	1047912	1.88	397	0.0177	0.008	-0.0021	-0.0031	-0.0186	-0.0356	-0.0122	-0.0156	-0.0223	-0.0176	-0.0227	0.0437	0.0191	-0.0558	-0.0446	-0.0176	0.0337	0.0342	-0.0268	0.0083	EUR	1.404	0.797	1.466	1.308	1.475	0.674	0.51	1.359	0.675	0.514	1.18	0.283	0.763	0.674	White-HiSeqX	1.475	
Sample-398	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	32.042	0	0.005983	422	75.001	0.0034896	3804057	329508	3474549	180618	201333	0.9	16579	2400827	34463901	1403230	1.71	1961331	1039336	1.89	398	0.0192	0.0084	-0.0045	0.0261	-0.0158	-0.0082	0.0058	0.0314	-0.0168	0.0031	-0.0328	-0.0336	-0.0076	0.0124	0.0151	0.0116	0.0146	0.0104	-0.0098	0.0536	EUR	0.077	0.141	0.167	0	0.117	0	1.681	0.406	0.028	1.012	0.674	0.121	0.109	0	White-HiSeqX	1.681	
Sample-399	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	32.608	0	0.005079	413	97.567	0.0362404	3827718	344639	3483079	181563	204154	0.89	14973	2385493	34447025	1442225	1.65	1959681	1042594	1.88	399	0.0162	0.0118	-0.0062	0.0068	-0.027	-0.0177	0.0059	0.0053	0.0336	-0.0061	-0.011	0.0012	-0.0037	0.0119	0.0295	0.0368	0.0464	0.0174	0	-0.0531	EUR	0.554	0.718	0.391	0.3	0.853	0.674	0.457	0.137	0.437	0.671	0.337	0.225	0.222	0.674	White-HiSeqX	0.853	Percent_lt_30bp_frags>=0.01,
Sample-400	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	32.583	0	0.008711	432	74.113	0.0040006	3816092	336165	3479927	181792	202718	0.9	13800	2353464	34431717	1462628	1.61	1957381	1038768	1.88	400	0.0189	0.0065	-0.0051	-0.0152	0.0208	-0.0483	0.003	0.0014	0.0277	0.065	0.0123	0.0283	0.0191	-0.0081	-0.0051	1e-04	0.04	-0.0153	-0.0543	-0.0067	EUR	0.32	0.237	0.308	0.372	0.479	0	0.437	0.426	0.809	1.551	1.012	0.369	0.167	0.674	White-HiSeqX	1.551	
Sample-401	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	28.62	0	0.008115	399	71.647	0.0039776	3782074	322277	3459797	179174	199985	0.9	14336	2348720	34463845	1433354	1.64	1954618	1034309	1.89	401	0.0156	0.0093	-0.0122	-0.0093	0.0347	-0.0604	0.02	0.0302	0.0162	-0.0168	-0.0337	-0.0011	-0.0035	0.0125	0.0497	-0.0089	-0.0054	0.0041	0.0035	-0.0014	EUR	0.366	0.551	0.223	0.457	0.234	0	0.029	0.509	0.029	0.288	0.506	0.542	0.62	0	White-HiSeqX	0.62	
